celebrity_name,season,overall_avg_score,final_placement,avg_judge_disagreement,max_judge_disagreement,avg_judge_range,score_trend_slope,score_trend_r2,trend_category,last_2_weeks_momentum
Danielle Fishel,34,0.7572916666666667,8,0.23325317547305485,0.5773502691896258,0.4375,0.0489087301587302,0.9128292376971295,Stable,
Elaine Hendrix,34,0.8185599999999998,5,0.09600580209707225,0.5773502691896257,0.18181818181818182,0.03416636363636361,0.8682479578257283,Stable,0.016660000000000008
Baron Davis,34,0.55,13,0.0,0.0,0.0,0.09999999999999987,1.0,Insufficient_Data,
Jordan Chiles,34,0.8588381818181818,3,0.23962402297471685,0.5773502691896258,0.43939999999999996,0.03941909090909087,0.7466705882546824,Stable,0.03888666666666685
Andy Richter,34,0.6398148148148147,7,0.3323959812847468,0.7071067811865476,0.6111111111111112,0.03958333333333332,0.8389856769040078,Stable,
Robert Irwin,34,0.8838381818181819,1,0.40053816934104974,0.7071067811865476,0.7121272727272726,0.03388878787878786,0.7942485338405334,Stable,0.005553333333333521
Hilaria Baldwin,34,0.725,11,0.2886751345948129,0.5773502691896258,0.5,0.02333333333333334,0.890909090909091,Stable,
Lauren Jauregui,34,0.65,12,0.23570226039551587,0.7071067811865476,0.3333333333333333,-0.025000000000000168,0.24999999999999944,No_Clear_Trend,
Scott Hoying,34,0.6638888888888889,10,0.19245008972987523,0.5773502691896258,0.3333333333333333,0.04047619047619043,0.6261736241513798,Stable,
Alix Earle,34,0.8791666666666668,2,0.3021029259064533,0.7071067811865476,0.5454545454545454,0.0367424242424242,0.7995547171094003,Stable,0.033333333333333326
Jen Affleck,34,0.7297619047619047,9,0.31886440108126823,0.5773502691896258,0.5714285714285714,0.03482142857142856,0.7235200845665963,Stable,
Whitney Leavitt,34,0.8970833333333333,6,0.41891575887554244,0.7071067811865476,0.75,0.03578282828282834,0.7943123616156604,Stable,
Dylan Efron,34,0.8404036363636365,4,0.28376934657957953,0.5773502691896258,0.5303090909090908,0.042323030303030265,0.7734268711399662,Stable,0.061106666666666754
